CISS_1_244B2207551B8950,1572079731828,-50,-11,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079731928,-48,-1,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732027,-44,-5,-1020,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732127,-33,-5,-1036,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732226,-40,-7,-1036,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732326,-39,-9,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732425,-40,-5,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732525,-46,-7,-1022,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732625,-39,-3,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732725,-46,-15,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732824,-37,-11,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079732923,-44,-11,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733023,-40,-5,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733123,-37,-7,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733223,-40,-5,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733322,-37,-15,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733422,-42,-17,-1034,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733522,-46,-1,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733621,-46,-3,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733721,-39,-1,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733821,-37,-9,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079733920,-39,-5,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734020,-50,-15,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734119,-42,-9,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734219,-31,-11,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734319,-40,-3,-1024,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734418,-42,-13,-1024,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734518,-31,-5,-1034,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734617,-48,-15,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734716,-46,-5,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734817,-39,-7,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079734916,-42,-11,-1036,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735016,-39,-7,-1034,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735116,-42,-7,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735215,-42,-5,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735314,-50,-11,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735414,-40,-11,-1040,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735514,-46,-7,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735614,-44,-7,-1036,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735713,-40,-13,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735812,-39,-5,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079735912,-48,-9,-1034,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736012,-39,-7,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736112,-39,-7,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736211,-33,-19,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736311,-37,-9,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736410,-40,-3,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736510,-48,-1,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736610,-37,-19,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736709,-46,-1,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736808,-33,-11,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079736908,-39,-15,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737008,-48,-11,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737107,-42,-7,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737207,-48,-5,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737307,-44,-9,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737407,-40,-1,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737506,-42,-13,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737606,-42,-5,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737705,-42,-11,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737805,-40,0,-1036,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079737905,-33,-3,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738004,-44,-9,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738104,-46,-9,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738203,-48,3,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738303,-33,-5,-1026,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738403,-44,-7,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738502,-39,1,-1024,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738602,-42,-15,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738701,-44,-7,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738801,-50,-13,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079738901,-42,-11,-1028,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739000,-39,-11,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739100,-44,-11,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739199,-42,-7,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739299,-44,-11,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739398,-44,-13,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739498,-46,-7,-1034,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739597,-50,-11,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739698,-46,-5,-1030,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739797,-46,-9,-1034,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739897,-48,-7,-1032,,,,,,,,,,,
CISS_1_244B2207551B8950,1572079739996,-48,-5,-1036,,,,,,,,,,,
